./2006.q1-q4.by_area/2006.q1-q4 16000 Idaho -- Statewide.csv:"16000","5","10","51","0","2006","1","","Idaho -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",50476,500723,504406,512538,3990247845,3520471989,49308628,607,"",0.98,0.98,0.98,0.98,0.97,1.01,1.00,0.99,"",2613,5.5,27180,5.7,27541,5.8,28402,5.9,534058581,15.5,504348251,16.7,9530659,24.0,51,9.2
./2006.q1-q4.by_area/2006.q1-q4 16000 Idaho -- Statewide.csv:"16000","5","10","51","0","2006","2","","Idaho -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",51681,522837,533310,545425,4200959705,3031477519,45864859,605,"",0.98,0.98,0.98,0.98,0.98,1.01,1.00,1.00,"",2979,6.1,30277,6.1,33377,6.7,34764,6.8,517759122,14.1,289257524,10.5,7417422,19.3,40,7.1
./2006.q1-q4.by_area/2006.q1-q4 16000 Idaho -- Statewide.csv:"16000","5","10","51","0","2006","3","","Idaho -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",52356,549048,553448,549887,4332755822,2455252470,39467066,605,"",0.98,0.98,0.98,0.99,0.98,1.02,1.00,1.00,"",2746,5.5,27253,5.2,27972,5.3,24803,4.7,295197536,7.3,164659651,7.2,5384264,15.8,12,2.0
./2006.q1-q4.by_area/2006.q1-q4 16000 Idaho -- Statewide.csv:"16000","5","10","51","0","2006","4","","Idaho -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",53062,544233,540449,538848,4742492547,1849051787,29137758,674,"",0.98,0.99,0.99,0.99,0.99,1.02,1.00,1.00,"",2790,5.5,24390,4.7,24804,4.8,23215,4.5,544078078,13.0,152243166,9.0,4502941,18.3,49,7.8
./2006.q1-q4.by_area/2006.q1-q4 17000 Illinois -- Statewide.csv:"17000","5","10","51","0","2006","1","","Illinois -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",336683,4865498,4868190,4913013,58778145538,31116198561,1433371998,926,"",1.01,1.02,1.02,1.02,1.03,1.00,1.00,1.01,"",11451,3.5,72338,1.5,77535,1.6,86170,1.8,5331283710,10.0,2255864683,7.8,-114133882,-7.4,70,8.2
./2006.q1-q4.by_area/2006.q1-q4 17000 Illinois -- Statewide.csv:"17000","5","10","51","0","2006","2","","Illinois -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",339721,4977945,5023795,5084137,54511462079,11478463240,494099884,834,"",1.01,1.02,1.02,1.02,1.03,1.01,1.00,1.01,"",11141,3.4,58720,1.2,65598,1.3,90260,1.8,3157885939,6.1,446954833,4.1,-44874711,-8.3,37,4.6
./2006.q1-q4.by_area/2006.q1-q4 17000 Illinois -- Statewide.csv:"17000","5","10","51","0","2006","3","","Illinois -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",342069,5070410,5079037,5066331,54710593888,6654363182,282732432,830,"",1.01,1.02,1.02,1.02,1.03,1.01,1.00,1.01,"",10332,3.1,64014,1.3,69487,1.4,57395,1.1,1188066930,2.2,171621222,2.6,-27414859,-8.8,8,1.0
./2006.q1-q4.by_area/2006.q1-q4 17000 Illinois -- Statewide.csv:"17000","5","10","51","0","2006","4","","Illinois -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",345470,5059138,5070054,5076650,61950934310,5267237784,223977818,940,"",1.01,1.02,1.02,1.02,1.03,1.02,1.00,1.01,"",10599,3.2,65118,1.3,64822,1.3,68169,1.4,3518548140,6.0,266786331,5.3,-16308280,-6.8,42,4.7
./2006.q1-q4.by_area/2006.q1-q4 18000 Indiana -- Statewide.csv:"18000","5","10","51","0","2006","1","","Indiana -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",150712,2429040,2432756,2461250,22851160883,12025003604,355527434,720,"",1.00,1.03,1.02,1.02,1.02,1.01,1.00,1.00,"",952,0.6,32209,1.3,28708,1.2,34991,1.4,1871152228,8.9,499114991,4.3,-8147573,-2.2,50,7.5
./2006.q1-q4.by_area/2006.q1-q4 18000 Indiana -- Statewide.csv:"18000","5","10","51","0","2006","2","","Indiana -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",150728,2484831,2508004,2531955,22236412320,3279843654,94992466,682,"",1.00,1.02,1.02,1.03,1.04,1.02,1.00,1.01,"",3176,2.2,17232,0.7,18929,0.8,26630,1.1,938366926,4.4,-123086791,-3.6,-9514007,-9.1,23,3.5
